RefId,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
4084,1/3/2010 0:02,OTHER,2007,3,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SXT,OTHER,AUTO,1,Alloy,80568,AMERICAN,VAN,CHRYSLER,6426,7865,10202,11872,8624,10423,12526,14182,,,17212,76063,,6800,0,1763,0
4085,1/3/2010 0:02,OTHER,2006,4,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,WHITE,AUTO,1,Alloy,94095,AMERICAN,SMALL SUV,FORD,8215,10270,12069,14136,8466,10387,12470,14503,,,17212,76063,,6000,0,1053,0
4086,1/22/2010 0:02,OTHER,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,OTHER,AUTO,1,Alloy,90249,AMERICAN,LARGE,GM,8640,10004,12467,13915,8955,10265,12508,14372,,,17212,76063,,6500,0,2351,0
4087,1/12/2010 0:03,OTHER,2006,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,SILVER,AUTO,2,Covers,79581,AMERICAN,VAN,GM,6725,8215,10618,12410,7242,9202,11140,13504,,,17212,76063,,7600,0,2091,0
4088,1/29/2010 0:04,OTHER,2007,3,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SXT,SILVER,AUTO,1,Alloy,74730,AMERICAN,VAN,CHRYSLER,7209,9168,11046,12854,8310,10597,12549,14805,,,17212,76063,,7500,0,1623,0
4089,1/29/2010 0:04,OTHER,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLACK,AUTO,1,Alloy,89745,AMERICAN,LARGE,GM,6617,8127,9974,11536,6453,8024,9891,11444,,,17212,76063,,7100,0,2152,0
4090,1/20/2010 0:05,OTHER,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,BLUE,AUTO,1,Alloy,81270,AMERICAN,LARGE,GM,8895,10283,12898,14141,9021,10794,12684,15303,,,17212,76063,,8500,0,2152,0
4091,1/20/2010 0:05,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,2,Covers,83832,AMERICAN,LARGE,GM,8168,9155,12247,13131,8156,9376,11915,13318,,,17212,76063,,8500,0,2152,0
4092,1/11/2010 0:06,OTHER,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,81179,AMERICAN,LARGE,GM,6565,7813,10196,11472,6710,8046,10589,11997,,,17212,76063,,8300,0,2152,0
4093,1/11/2010 0:06,OTHER,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,BLACK,AUTO,1,Alloy,82516,AMERICAN,LARGE,GM,8762,9774,12660,13726,8465,9585,13030,14130,,,17212,76063,,8500,0,2152,0
4094,1/24/2009 0:02,OTHER,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,GREY,AUTO,2,Covers,83526,AMERICAN,VAN,FORD,5844,7275,6812,8357,5691,7287,6646,8370,,,8655,35613,,6125,0,1633,0
4095,1/24/2009 0:02,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BROWN,AUTO,2,Covers,89631,AMERICAN,LARGE,GM,6885,7855,7936,8983,7222,8263,8300,9424,,,8655,35613,,6725,0,2152,0
4096,1/24/2009 0:02,OTHER,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GOLD,AUTO,1,Alloy,84652,AMERICAN,MEDIUM,FORD,2787,3703,3510,4499,2749,3651,3469,4443,,,8655,35613,,3785,0,1283,0
4097,1/10/2009 0:03,OTHER,2005,4,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,GREY,AUTO,1,Alloy,54761,AMERICAN,MEDIUM,GM,6151,7483,7143,8582,6143,7438,7134,8533,,,8655,35613,,6665,0,1003,0
4098,1/24/2009 0:03,OTHER,2006,3,MITSUBISHI,GALANT V6 3.8L V6 MP,LS,4D SEDAN ES,MAROON,AUTO,1,Alloy,72163,OTHER ASIAN,MEDIUM,OTHER,0,1,0,0,5276,6025,6198,7007,,,19662,35613,,6515,0,803,0
4099,1/24/2009 0:03,OTHER,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,74153,AMERICAN,LARGE,GM,3490,4479,4269,5337,3156,4007,3908,4828,,,19662,35613,,4195,0,2274,1
4100,1/7/2009 0:04,OTHER,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,82208,AMERICAN,LARGE,GM,7644,8892,8756,10103,7644,8892,8756,10103,,,19662,35613,,7625,0,2152,0
4101,1/7/2009 0:04,OTHER,2005,4,NISSAN,MAXIMA MFI V6 3.5L D,SE,4D SEDAN SE,RED,AUTO,1,Alloy,80657,TOP LINE ASIAN,LARGE,OTHER,10113,12416,11422,13909,10113,12416,11422,13909,,,19662,35613,,10755,0,1243,1
4102,1/7/2009 0:04,OTHER,2006,3,DODGE,CHARGER 2.7L V6 MPI,Bas,4D SEDAN SE,BLACK,AUTO,2,Covers,69481,AMERICAN,SPECIALTY,CHRYSLER,9210,10596,10447,11944,9210,10596,10447,11944,,,19662,35613,,9025,0,1215,0
4103,1/21/2009 0:04,OTHER,2005,4,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON LAREDO,BLACK,AUTO,1,Alloy,88501,AMERICAN,MEDIUM SUV,CHRYSLER,9981,11527,11279,12949,9981,11527,11279,12949,,,18822,35613,,8125,0,2022,0
4104,1/5/2009 0:05,OTHER,2007,2,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,SILVER,AUTO,2,Covers,63098,AMERICAN,SPECIALTY,CHRYSLER,10920,12568,12294,14073,10981,12717,12359,14234,,,19662,35613,,10025,0,1215,0
4105,1/5/2009 0:05,OTHER,2008,1,CHEVROLET,IMPALA V6 3.5L V6 SF,LS,4D SEDAN LS 3.5L FFV,BLUE,AUTO,2,Covers,63414,AMERICAN,LARGE,GM,9281,10449,10523,11785,9398,10615,10650,11964,,,19662,35613,,7825,0,1703,0
4106,1/19/2009 0:05,OTHER,2007,2,CHEVROLET,IMPALA V6 3.5L V6 SF,LT,4D SEDAN LT 3.5L,BLACK,AUTO,1,Alloy,74783,AMERICAN,LARGE,GM,8186,9727,9341,11005,8186,9727,9341,11005,,,19662,35613,,7425,0,1974,0
4107,1/19/2009 0:05,OTHER,2005,4,FORD,ESCAPE 2WD V6 3.0L V,XLT,4D CUV 3.0L XLT,WHITE,AUTO,1,Alloy,86452,AMERICAN,SMALL SUV,FORD,6710,8602,7747,9790,6655,8537,7687,9720,,,19662,35613,,7525,0,983,0
4108,1/19/2009 0:05,OTHER,2006,3,DODGE,CHARGER 2.7L V6 MPI,Bas,4D SEDAN SE,GREY,AUTO,2,Covers,63451,AMERICAN,SPECIALTY,CHRYSLER,9210,10596,10447,11944,9210,10596,10447,11944,,,19662,35613,,9125,0,1215,0
4109,1/19/2009 0:05,OTHER,2004,5,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,70123,AMERICAN,LARGE,GM,3643,4910,4434,5803,3643,4910,4434,5803,,,19662,35613,,5605,0,1974,0
4110,1/2/2009 0:06,OTHER,2007,2,FORD,FREESTYLE FWD V6 3.0,SEL,4D CUV 3.0L SEL,SILVER,AUTO,1,Alloy,85357,AMERICAN,CROSSOVER,FORD,11412,14485,12825,16144,11412,14485,12825,16144,,,19662,35613,,7325,0,1633,0
4111,1/30/2009 0:06,OTHER,2004,5,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,SILVER,AUTO,2,Covers,93537,AMERICAN,VAN,FORD,4041,5420,4864,6354,3903,5086,4715,5993,,,8655,35613,,3585,0,1774,1
4112,1/14/2009 0:07,OTHER,2005,4,MITSUBISHI,LANCER 2.0L I4 MPI,ES,4D SEDAN ES,WHITE,AUTO,2,Covers,55156,OTHER ASIAN,COMPACT,OTHER,4235,5359,5074,6288,4292,5336,5135,6263,,,19662,35613,,4695,0,505,0
4113,1/6/2009 0:10,OTHER,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER 3.5L LS,GREEN,AUTO,2,Covers,80900,AMERICAN,VAN,GM,5613,6677,6562,7711,6619,8568,10452,12792,,,8655,35613,,6925,0,2282,0
4114,1/6/2009 0:10,OTHER,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,93221,AMERICAN,LARGE,FORD,6360,7864,7369,8993,6130,7006,7120,8066,,,8655,35613,,6025,0,1774,0
4115,1/6/2009 0:10,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,WHITE,AUTO,1,Alloy,70092,AMERICAN,LARGE,GM,7255,8693,8335,9888,7606,8834,10571,11961,,,8655,35613,,8025,0,1974,0
4116,1/6/2009 0:10,OTHER,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,BLUE,AUTO,2,Covers,58756,AMERICAN,VAN,GM,8031,9773,9173,11055,7465,9245,12122,13888,,,8655,35613,,7425,0,1583,0
4117,1/20/2009 0:10,OTHER,2005,4,SUZUKI,FORENZA 2.0L I4 EFI,EX,4D WAGON,BLACK,AUTO,2,Covers,75407,OTHER ASIAN,MEDIUM,OTHER,3472,4191,4250,5026,2824,3807,5681,6824,,,8655,35613,,4995,0,569,0
4118,1/8/2009 0:01,OTHER,2003,6,HONDA,CIVIC 1.7L I4 MPI,EX,2D COUPE EX AUTO,SILVER,AUTO,1,Alloy,84141,TOP LINE ASIAN,COMPACT,OTHER,5003,6112,5903,7101,5336,6858,6263,7907,,,3453,80229,,6420,0,1023,0
4119,1/15/2009 0:01,OTHER,2002,7,FORD,MUSTANG V6 3.8L V6 E,Bas,2D COUPE,BLUE,MANUAL,1,Alloy,97092,AMERICAN,SPORTS,FORD,3227,4000,3985,4820,3746,4659,4546,5532,,,3453,80229,,4200,0,1209,0
4120,1/15/2009 0:01,OTHER,2006,3,NISSAN,FRONTIER PICKUP 2WD,LE,EXT CAB 4.0L LE,SILVER,AUTO,1,Alloy,82877,TOP LINE ASIAN,SMALL TRUCK,OTHER,9038,10704,10261,12060,11122,12617,12512,14126,,,3453,80229,,7320,0,594,0
4121,1/22/2009 0:01,OTHER,2005,4,CHRYSLER,SEBRING 4C 2.4L I4 E,Bas,4D SEDAN,WHITE,AUTO,2,Covers,43289,AMERICAN,MEDIUM,CHRYSLER,3691,4764,4486,5645,4563,5787,5428,6750,,,3453,80229,,5855,0,834,0
4122,1/5/2009 0:02,OTHER,2004,5,OLDSMOBILE,ALERO 4C 2.2L I4 MPI,GL,4D SEDAN GL2,GOLD,AUTO,1,Alloy,59018,AMERICAN,MEDIUM,GM,3392,4371,4163,5221,3274,4206,4036,5042,,,3453,80229,,5155,0,1169,0
4123,1/5/2009 0:02,OTHER,2001,8,HYUNDAI,ACCENT 1.6L I4 MPI,GL,4D SEDAN GL,SILVER,MANUAL,2,Covers,62239,OTHER ASIAN,COMPACT,OTHER,1281,1636,1883,2267,1634,2174,2265,2848,,,3453,80229,,2900,0,1125,0
4124,1/5/2009 0:02,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,83232,AMERICAN,LARGE,GM,6389,7463,7400,8560,6916,7927,7969,9061,,,8655,38637,,6825,0,2152,0
4125,1/12/2009 0:02,OTHER,2005,4,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,GREY,AUTO,2,Covers,45780,AMERICAN,VAN,FORD,4532,5587,5395,6534,5053,6013,5957,6994,,,8655,38637,,6625,0,1046,0
4126,1/23/2009 0:04,OTHER,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,RED,AUTO,2,Covers,61668,AMERICAN,COMPACT,GM,4824,5901,5710,6873,4824,5901,5710,6873,,,3453,80229,,6175,0,728,0
4127,1/7/2009 0:05,OTHER,2005,4,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,84655,AMERICAN,MEDIUM,CHRYSLER,4012,5406,4833,6338,3992,5156,4811,6068,,,3453,80229,,5455,0,1243,0
4128,1/7/2009 0:05,OTHER,2004,5,CHEVROLET,TRAILBLAZER 2WD 6C 4,Nor,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,89070,AMERICAN,MEDIUM SUV,GM,6568,8072,7593,9218,6568,8072,7593,9218,,,3453,80229,,6675,0,1243,0
4129,1/28/2009 0:05,OTHER,2007,2,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,WHITE,AUTO,1,Alloy,74555,AMERICAN,LARGE,FORD,9558,12352,10823,13840,9706,12476,10982,13974,,,22808,38637,,7125,0,1506,0
4130,1/4/2009 0:06,OTHER,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,92900,AMERICAN,MEDIUM,FORD,3688,4783,4483,5666,3416,4474,6936,8050,,,3453,80229,,4200,0,1053,0
4131,1/4/2009 0:06,OTHER,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLUE,AUTO,2,Covers,55335,OTHER ASIAN,MEDIUM,OTHER,5543,6653,6486,7685,5259,6358,6180,7367,,,3453,80229,,5455,0,505,0
4132,1/11/2009 0:06,OTHER,2008,1,CHRYSLER,Pacifica,LX,4D SPORT,WHITE,AUTO,2,Covers,71158,AMERICAN,CROSSOVER,CHRYSLER,9635,10215,10906,11532,9716,10368,10993,11697,,,8655,38637,,8425,0,1389,0
4133,1/25/2009 0:06,OTHER,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREY,AUTO,2,Covers,79907,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,5457,6671,6394,7705,,,20207,38637,,6125,0,1038,1
4134,1/30/2009 0:07,OTHER,2005,4,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN,SILVER,AUTO,3,,82071,TOP LINE ASIAN,MEDIUM,OTHER,5946,7566,6922,8671,6170,7593,7164,8700,,,3453,80229,,7525,0,723,0
4135,1/20/2009 0:08,OTHER,2005,4,CHEVROLET,EQUINOX AWD V6 3.4L,LS,4D SUV LS,SILVER,AUTO,1,Alloy,76974,AMERICAN,MEDIUM SUV,GM,8031,9940,9173,11235,7909,9762,9042,11043,,,3453,80229,,8175,0,1506,0
4136,1/20/2009 0:08,OTHER,2003,6,CHEVROLET,TRAILBLAZER 4WD 6C 4,LS,4D SUV 4.2L LS,SILVER,AUTO,1,Alloy,81504,AMERICAN,MEDIUM SUV,GM,5690,6845,6645,7893,5907,7358,6880,8447,,,3453,80229,,8175,0,2452,0
4137,1/20/2009 0:08,OTHER,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L,BLUE,AUTO,2,Covers,71055,AMERICAN,VAN,GM,0,0,0,0,0,0,0,0,,,3453,80229,,7275,0,2091,0
4138,1/3/2009 0:09,OTHER,2002,7,FORD,RANGER PICKUP 4WD V6,Edg,4D EXT CAB 4.0L EDGE,RED,AUTO,1,Alloy,83384,AMERICAN,SMALL TRUCK,FORD,6212,8168,7209,9321,6720,8150,7758,9302,,,99740,80229,,7175,0,1543,0
4139,1/10/2009 0:09,OTHER,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,WHITE,AUTO,2,Covers,87068,AMERICAN,MEDIUM,CHRYSLER,2740,3846,3459,4654,2740,3846,3459,4654,,,22916,80229,,4055,0,1243,1
4140,1/10/2009 0:09,OTHER,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,2,Covers,75195,AMERICAN,VAN,CHRYSLER,6614,8334,7643,9501,6470,8226,7488,9384,,,22916,80229,,6220,0,1623,0
4141,1/17/2009 0:09,OTHER,2003,6,SATURN,ION 2.0L I4 MPI,2,4D SEDAN LEVEL 2,GREEN,AUTO,1,Alloy,89205,AMERICAN,MEDIUM,GM,3424,4552,4198,5416,3400,4224,4172,5062,,,3453,80229,,4155,0,1153,0
4142,1/8/2009 0:10,OTHER,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,BLUE,AUTO,2,Covers,43711,AMERICAN,MEDIUM,CHRYSLER,7952,9509,9088,10770,7090,8606,10399,11632,,,3453,80229,,7875,0,693,0
4143,1/22/2009 0:10,OTHER,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,2,Covers,52755,AMERICAN,MEDIUM,CHRYSLER,5223,6388,6141,7399,5627,6745,8635,10084,,,22916,80229,,5555,0,1086,0
4144,1/12/2009 0:11,OTHER,2006,3,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L SE,GREEN,AUTO,2,Covers,68068,AMERICAN,VAN,FORD,5539,6738,6482,7777,5782,6864,9413,11174,,,8655,38637,,6025,0,1313,0
4145,1/19/2009 0:11,OTHER,2005,4,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,BLACK,AUTO,2,Covers,90073,AMERICAN,MEDIUM SUV,GM,6591,7850,7618,8978,6687,8034,10129,11703,,,3453,80229,,6005,0,1630,0
4146,1/19/2009 0:11,OTHER,2003,6,SATURN,ION,1,4D SEDAN LEVEL 1,MAROON,MANUAL,2,Covers,92362,AMERICAN,MEDIUM,GM,2924,3689,3658,4484,2469,3033,5741,6157,,,3453,80229,,4155,0,1209,0
4147,1/6/2010 0:05,OTHER,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,40562,AMERICAN,MEDIUM,CHRYSLER,6108,7085,9275,10303,5933,6945,9181,10321,,,3453,80229,,6575,0,975,0
4148,1/20/2010 0:05,OTHER,2007,3,CHRYSLER,PACIFICA AWD,Bas,4D SPORT,SILVER,AUTO,1,Alloy,90813,AMERICAN,CROSSOVER,CHRYSLER,10098,11513,14527,15783,8284,10557,12162,14390,,,3453,80229,,8575,0,2206,0
4149,1/20/2010 0:05,OTHER,2005,5,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,SILVER,AUTO,2,Covers,87134,AMERICAN,COMPACT,GM,3058,3954,5946,6688,2938,3889,5900,7008,,,3453,80229,,4065,0,1243,0
4150,1/10/2010 0:06,OTHER,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,2,Covers,86060,TOP LINE ASIAN,MEDIUM,OTHER,6197,7891,9902,12131,5405,6637,8996,10626,,,22916,80229,,7725,0,723,0
4151,1/17/2010 0:06,OTHER,2004,6,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LS,MAROON,AUTO,1,Alloy,63199,AMERICAN,MEDIUM,GM,5298,6714,8280,9533,4815,6366,7893,9339,,,3453,80229,,7330,0,1118,0
4152,1/8/2010 0:07,OTHER,2006,4,KIA,SPECTRA,EX,4D SEDAN,SILVER,AUTO,2,Covers,81727,OTHER ASIAN,MEDIUM,OTHER,4484,5412,7344,8516,4524,5580,7507,8889,,,3453,80229,,5165,0,594,1
4153,1/8/2010 0:07,OTHER,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GREEN,AUTO,2,Covers,51869,AMERICAN,MEDIUM,CHRYSLER,4810,5864,8392,9390,4740,5802,8465,9515,,,3453,80229,,5965,0,1086,0
4154,1/22/2010 0:07,OTHER,2006,4,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,90633,AMERICAN,MEDIUM SUV,GM,11151,13721,16373,19463,9242,11157,13957,16208,,,3453,80229,,9185,0,2351,0
4155,1/5/2010 0:08,OTHER,2001,9,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,,,92372,AMERICAN,LARGE,GM,2457,3597,4955,6451,2457,3597,4955,6451,,,3453,80229,,3465,0,2651,1
4156,1/5/2010 0:08,OTHER,2007,3,CHRYSLER,SEBRING V6,Bas,4D SEDAN,BLACK,AUTO,2,Covers,80242,AMERICAN,MEDIUM,CHRYSLER,7297,8191,10489,11696,6894,8048,10332,11666,,,3453,80229,,7275,0,1373,0
4157,1/26/2010 0:08,OTHER,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,MANUAL,2,Covers,59321,TOP LINE ASIAN,MEDIUM,OTHER,7240,8557,10907,12334,5691,7180,10168,11066,,,22916,80229,,8475,0,588,0
4158,1/9/2010 0:09,OTHER,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,SILVER,MANUAL,1,Alloy,85633,AMERICAN,MEDIUM,GM,6459,7827,10254,12313,6169,7587,9743,11602,,,3453,80229,,5865,0,853,0
4159,1/16/2010 0:09,OTHER,2003,7,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,GREEN,AUTO,1,Alloy,96557,AMERICAN,SMALL SUV,FORD,5249,6876,9107,10978,5516,7022,8591,10077,,,22916,80229,,7530,0,1930,0
4160,1/23/2010 0:09,OTHER,2005,5,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,NOT AVAIL,AUTO,2,Covers,74166,AMERICAN,MEDIUM,CHRYSLER,5518,7395,8874,10336,3566,4867,6767,7939,,,3453,80229,,5365,0,1389,0
4161,1/23/2010 0:09,OTHER,2006,4,FORD,TAURUS,SE,4D SEDAN SE FFV,BLUE,AUTO,2,Covers,77917,AMERICAN,MEDIUM,FORD,6699,7916,14430,17052,5489,7761,8750,11197,NO,GREEN,3453,80229,,5465,0,920,0
4162,1/23/2010 0:09,OTHER,2005,5,PONTIAC,GRAND PRIX,Bas,4D SEDAN,RED,AUTO,2,Covers,89888,AMERICAN,LARGE,GM,4632,5979,8151,9597,4783,6139,8144,9680,,,3453,80229,,6875,0,2152,0
4163,1/7/2010 0:10,OTHER,2005,5,DODGE,NEON,SXT,4D SEDAN,WHITE,AUTO,1,Alloy,68874,AMERICAN,COMPACT,CHRYSLER,3061,3995,6141,8014,3155,4214,5780,7126,,,3453,80229,,5420,0,630,1
4164,1/14/2010 0:10,OTHER,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,79179,AMERICAN,MEDIUM SUV,GM,5764,7257,9794,11157,5463,7022,9616,11272,,,22916,80229,,8030,0,1974,0
4165,1/21/2010 0:10,OTHER,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,62076,AMERICAN,MEDIUM,CHRYSLER,6304,7106,9583,10594,6545,7412,9798,11001,,,3453,80229,,5765,0,1215,1
4166,1/11/2010 0:11,OTHER,2008,2,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GREY,AUTO,2,Covers,70621,AMERICAN,MEDIUM,GM,6781,7881,10683,11684,7620,8583,11706,12772,,,22916,80229,,6875,0,803,0
4167,1/11/2010 0:11,OTHER,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,SILVER,AUTO,3,,77512,AMERICAN,MEDIUM,GM,5114,6225,8474,9530,5645,7035,9392,11705,NO,GREEN,22916,80229,,5920,0,1272,0
4168,1/18/2010 0:11,OTHER,2007,3,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,2,Covers,91891,AMERICAN,VAN,CHRYSLER,6501,8218,11217,12994,7935,9792,12153,13657,NO,GREEN,3453,80229,,6065,0,1918,0
4169,1/25/2009 0:03,,2004,5,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,BLUE,AUTO,2,Covers,70234,OTHER ASIAN,MEDIUM,OTHER,3880,4748,4690,5628,3320,4290,4086,5133,,,17212,64161,,4710,0,569,0
4170,1/1/2009 0:07,,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,77747,AMERICAN,LARGE,GM,7513,8711,8614,9908,7937,9209,9072,10446,,,18822,64161,,8235,0,1974,0
4171,1/15/2009 0:07,,2004,5,FORD,EXPLORER 2WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,BLUE,AUTO,1,Alloy,63031,AMERICAN,MEDIUM SUV,FORD,6344,7620,7352,8730,6344,7620,7352,8730,,,20207,64161,,7370,0,1020,0
4172,1/15/2009 0:07,,2006,3,CHEVROLET,MALIBU MAXX V6 3.5L,LT,4D SEDAN LT,GREY,AUTO,1,Alloy,88069,AMERICAN,MEDIUM,GM,7149,8849,8221,10057,7316,9174,8401,10408,,,20207,64161,,5655,0,1373,0
4173,1/22/2009 0:07,,2003,6,CHEVROLET,TAHOE 4WD 5.3L V8 SF,Z71,4D SUV 5.3L FFV LS,GREY,AUTO,1,Alloy,90109,AMERICAN,LARGE SUV,GM,8475,10412,9653,11745,7821,10261,12339,13872,,,20207,64161,,11495,0,2218,0
4174,1/29/2009 0:07,,2007,2,FORD,FREESTYLE 2WD V6 3.0,SEL,4D CUV 3.0L SEL,GREY,AUTO,1,Alloy,87148,AMERICAN,CROSSOVER,FORD,13298,15707,14862,17464,13130,15315,14680,17040,,,17212,64161,,8335,0,1633,0
4175,1/29/2009 0:07,,2004,5,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,4D SEDAN,GOLD,AUTO,2,Covers,80712,AMERICAN,COMPACT,GM,2558,3541,3263,4324,2483,3489,3182,4268,,,17212,64161,,3840,0,1243,0
4176,1/5/2009 0:08,,2007,2,DODGE,CHARGER V6 2.7L V6 M,Bas,4D SEDAN 2.7L SE,GREY,AUTO,2,Covers,79772,AMERICAN,SPECIALTY,CHRYSLER,9548,11265,10812,12666,9527,11187,10789,12582,,,19662,64161,,9445,0,1389,0
4177,1/12/2009 0:08,,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,BLUE,AUTO,2,Covers,77882,AMERICAN,VAN,CHRYSLER,6996,8023,8056,9165,7330,8251,8416,9411,,,18822,64161,,6525,0,1623,0
4178,1/12/2009 0:08,,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,SILVER,AUTO,2,Covers,85698,AMERICAN,VAN,FORD,6157,7598,7150,8706,5650,6344,6602,7352,,,18822,64161,,5525,0,1633,0
4179,1/19/2009 0:08,,2004,5,CHEVROLET,IMPALA 3.8L V6 SFI,LS,4D SEDAN LS,MAROON,AUTO,1,Alloy,80824,AMERICAN,LARGE,GM,4826,6308,5712,7313,4864,6401,5753,7413,,,19662,64161,,6290,0,2152,0
4180,1/19/2009 0:08,,2007,2,FORD,FUSION 4C 2.3L I4 EF,SE,4D SEDAN SE,GOLD,AUTO,1,Alloy,71429,AMERICAN,MEDIUM,FORD,10368,12443,11697,13938,10695,12766,12051,14287,,,19662,64161,,7075,0,803,0
